Name,Price,Description,URL
cherry-tomato,$4.60,Origin : France 1 x 350 G,https://www.sxmleshalles.com/en/vegetables/1339-cherry-tomato.html
pommes-de-terre-artemis,$6.90,N/A,N/A
romaine-heart-x-3,$7.90,Origin : USA 1 x 1 pack (3),https://www.sxmleshalles.com/en/vegetables/1341-romaine-heart-x-3.html
chou-de-mlan,$3.90,N/A,N/A
chou-rouge,$3.90,Origin : USA One Piece,https://www.sxmleshalles.com/en/vegetables/1343-chou-rouge.html
broccoli,$5.50,Origin : USA Sold by bunch (apx 3 head),https://www.sxmleshalles.com/en/vegetables/1344-broccoli.html
white-onion,$1.90,Origin: USA One Piece,https://www.sxmleshalles.com/en/vegetables/1444-white-onion.html
yellow-pepper,$2.90,Origin : USA One Piece,https://www.sxmleshalles.com/en/vegetables/1445-yellow-pepper.html
plum-tomato,$3.70,Origin : Santo Domingo 1 x 1 LB,https://www.sxmleshalles.com/en/vegetables/1446-plum-tomato.html
squash-yellow,$5.50,Origin: USA 1 x 2 LB,https://www.sxmleshalles.com/en/vegetables/1447-squash-yellow.html
idaho-potatoes,$4.80,Origin : USA 1 x 5 LB,https://www.sxmleshalles.com/en/vegetables/1448-idaho-potatoes.html
iceberg-lettuce,$4.90,Origin: USA One Piece,https://www.sxmleshalles.com/en/vegetables/1449-iceberg-lettuce.html
celery,$4.90,Origin : USA One Bunch,https://www.sxmleshalles.com/en/vegetables/1450-celery.html
fennel,$2.90,Origin : USA One Piece,https://www.sxmleshalles.com/en/vegetables/1451-fennel.html
fresh-frozen-california-blend,$4.90,1 x 2 LB (907G),https://www.sxmleshalles.com/en/vegetables/1861-fresh-frozen-california-blend.html
fresh-frozen-cut-green-beans,$4.90,1 x 2 LB (907G),https://www.sxmleshalles.com/en/vegetables/1862-fresh-frozen-cut-green-beans.html
fresh-frozen-lima-beans,$4.90,1 x 2 LB (907G),https://www.sxmleshalles.com/en/vegetables/1863-fresh-frozen-lima-beans.html
fresh-frozen-stir-fry-vegetable,$4.90,1 x 2 LB (907 G),https://www.sxmleshalles.com/en/vegetables/1864-fresh-frozen-stir-fry-vegetable.html
fresh-frozen-broccoli-florets,$4.90,1 x 2 LB (907G),https://www.sxmleshalles.com/en/vegetables/1865-fresh-frozen-broccoli-florets.html
fresh-frozen-peas-carrots,$4.90,1 x 2 LB (907G),https://www.sxmleshalles.com/en/vegetables/1866-fresh-frozen-peas-carrots.html
del-monte-chopped-spinach,$1.60,1 x 15 OZ (425G),https://www.sxmleshalles.com/en/vegetables-canned/1909-del-monte-chopped-spinach.html
del-monte-peas-carrots,$2.60,1 x 15 OZ (425G),https://www.sxmleshalles.com/en/vegetables-canned/1910-del-monte-peas-carrots.html
del-monte-mixed-vegetable,$1.95,1 x 15 OZ (425G),https://www.sxmleshalles.com/en/vegetables-canned/1911-del-monte-mixed-vegetable.html
del-monte-green-beans,$1.75,1 x 15 OZ (425G),https://www.sxmleshalles.com/en/vegetables-canned/1912-del-monte-green-beans.html
del-monte-sweet-peas,$2.15,1 x 15 OZ (425G),https://www.sxmleshalles.com/en/vegetables-canned/1913-del-monte-sweet-peas.html
del-monte-summer-crisp-kernel-corn,$2.95,1 x 11 OZ (375G),https://www.sxmleshalles.com/en/vegetables-canned/1914-del-monte-summer-crisp-kernel-corn.html
corn-on-the-cob-x-3,$6.90,1 x 3 UNIT,https://www.sxmleshalles.com/en/vegetables/2098-corn-on-the-cob-x-3.html
kumato-tomato,$6.90,1 x 500 G,https://www.sxmleshalles.com/en/vegetables/2099-kumato-tomato.html
hass-avocado,$3.50,one piece,https://www.sxmleshalles.com/en/vegetables/2101-hass-avocado.html
earthbound-baby-romaine-organic,$9.50,1 x 6 OZ,https://www.sxmleshalles.com/en/vegetables/3186-earthbound-baby-romaine-organic.html
earthbound-baby-spinach-organic,$8.45,1 x 5 OZ,https://www.sxmleshalles.com/en/vegetables/3187-earthbound-baby-spinach-organic.html
earthbound-pring-mix-organic,$8.45,1 x 5 OZ,https://www.sxmleshalles.com/en/vegetables/3188-earthbound-pring-mix-organic.html
rosemary,$5.90,"1 x 1 L Made with all-natural ingredients, carefully crafted with GREY GOOSE® Vodka, these botanically-infused spirits have unique and vibrant flavours Delicate white peach blends with a drop of floral rosemary for a flavour that defies your senses. RECIPE 35 ml GREY GOOSE® Essences White Peach and Rosemary 120 ml Soda + Sliced Fresh Peaches + Rosemary Sprig + Orange Twist",https://www.sxmleshalles.com/en/vodka/3809-grey-goose-essences-white-peach-rosemary.html
sage,$5.90,1 Bunch,https://www.sxmleshalles.com/en/vegetables/3190-sage.html
borlotti-beans-360-g,$3.25,"1 x 360 G ""La Conserve della Nonna""",https://www.sxmleshalles.com/en/vegetables-canned/4182-borlotti-beans-360-g.html
cannellini-beans-360-g,$3.20,"1 x 360 G ""La Conserve della Nonna""",https://www.sxmleshalles.com/en/vegetables-canned/4183-cannellini-beans-360-g.html
chickpeas-in-water-360-g,$3.30,1 x 360 G La Conserve Della Nonna,https://www.sxmleshalles.com/en/vegetables-canned/4184-chickpeas-in-water-360-g.html
peas-extra-fine-340-g,$3.95,1 x 340 G La Conserve Della Nonna,https://www.sxmleshalles.com/en/vegetables-canned/4185-peas-extra-fine-340-g.html
green-beans-680-g,$5.95,Green Beans 680 G,https://www.sxmleshalles.com/en/vegetables-canned/4186-green-beans-680-g.html
sweet-corn-in-water-340-g,$4.95,1 x 340 G Le conserve Della Nonna,https://www.sxmleshalles.com/en/vegetables-canned/4187-sweet-corn-in-water-340-g.html
chopped-mushrooms-190-g,$5.95,1 x 190 G Le Conserve della Nonna,https://www.sxmleshalles.com/en/vegetables-canned/4188-chopped-mushrooms-190-g.html
chopped-sun-dried-tomatoes-190-g,$4.30,1 x 190 G Le Conserve della Nonna,https://www.sxmleshalles.com/en/vegetables-canned/4189-chopped-sun-dried-tomatoes-190-g.html
cream-of-grilled-peppers-190-g,$4.50,1 x 190 G Le Conserve della Nonna,https://www.sxmleshalles.com/en/vegetables-canned/4190-cream-of-grilled-peppers-190-g.html
baby-carrots-1-lb,$2.95,1 bag,https://www.sxmleshalles.com/en/vegetables/4504-baby-carrots-1-lb.html
green-beans-24-oz,$8.95,1 x 2 LB (907G),https://www.sxmleshalles.com/en/vegetables/1862-fresh-frozen-cut-green-beans.html
yellow-tail-cabernet-sauvignon,$18.60,1 x 75 CL Yellow Tail Winery,https://www.sxmleshalles.com/en/australian-wines/1237-yellow-tail-cabernet-sauvignon.html
large-vitamin-basket,$39.00,Basket of seasonal fruits and vegetables - 4 Bananas - 1 Melon Guadeloupe - 1 Mango - 2 Apple - 1 Pineapple - 3 Lime - 3 orange - 1 LB Round Tomato - 2.5 LB Potatoes - 1 Onion - 1 English Cucumber,https://www.sxmleshalles.com/en/vitamins-basket/1768-large-vitamin-basket.html
